ID,YearBirth,Education,MaritalStatus, Income ,KidHome,TeenHome,CustomerEnroll,DaysLastPurchase,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
3308,1952,Graduation,Married,35704,1,1,1/3/2014,54,30.00,9.00,12.00,2.00,11.00,30.00,3,2,0,4,4,0,0,0,0,0,0,0,Saudi Arabia
2005,1990,Graduation,Married,35765,1,0,12/11/2013,86,22.00,3.00,30.00,0.00,5.00,15.00,2,2,0,4,6,0,0,0,0,0,0,0,Canada
9216,1971,Graduation,Married,35788,1,1,1/23/2014,34,23.00,2.00,11.00,3.00,1.00,4.00,2,2,0,3,6,0,0,0,0,0,0,0,Canada
1331,1977,Graduation,Single,35790,1,0,1/2/2013,54,12.00,6.00,20.00,30.00,1.00,3.00,2,2,0,3,7,0,0,0,0,0,0,0,Australia
8953,1965,Master,Single,35791,2,1,5/6/2013,94,27.00,0.00,5.00,0.00,0.00,3.00,2,1,0,3,8,0,0,0,0,0,0,0,Spain
10258,1965,Master,Single,35791,2,1,5/6/2013,94,27.00,0.00,5.00,0.00,0.00,3.00,2,1,0,3,8,0,0,0,0,0,0,0,USA
9653,1975,Graduation,Married,35797,0,1,10/16/2012,16,27.00,1.00,14.00,4.00,1.00,21.00,2,2,0,3,8,0,0,0,0,0,0,0,Saudi Arabia
7660,1973,PhD,Alone,35860,1,1,5/19/2014,37,15.00,0.00,8.00,4.00,2.00,20.00,2,1,1,2,5,1,0,0,0,0,1,0,Canada
2055,1973,PhD,Divorced,35860,1,1,5/19/2014,37,15.00,0.00,8.00,4.00,2.00,20.00,2,1,1,2,5,1,0,0,0,0,0,0,Spain
5107,1973,PhD,Divorced,35860,1,1,5/19/2014,37,15.00,0.00,8.00,4.00,2.00,20.00,2,1,1,2,5,1,0,0,0,0,0,0,Spain
1626,1973,PhD,Divorced,35860,1,1,5/19/2014,37,15.00,0.00,8.00,4.00,2.00,20.00,2,1,1,2,5,1,0,0,0,0,1,0,Saudi Arabia
9635,1983,Master,Married,35876,0,0,4/20/2014,13,66.00,2.00,40.00,4.00,3.00,14.00,1,3,1,3,6,0,0,0,0,0,0,0,Spain
5959,1968,Graduation,Single,35893,1,1,10/15/2012,80,158.00,0.00,23.00,0.00,0.00,18.00,6,3,1,5,8,0,0,0,0,0,0,0,India
6866,1969,Master,Together,35924,1,1,3/23/2014,56,8.00,0.00,14.00,2.00,3.00,7.00,1,1,0,3,5,0,0,0,0,0,0,0,Saudi Arabia
5329,1949,PhD,Divorced,35946,1,1,9/27/2013,24,8.00,0.00,3.00,0.00,0.00,0.00,1,0,0,3,5,0,0,0,0,0,0,0,Australia
5654,1972,Graduation,Married,36026,2,1,3/16/2014,34,20.00,4.00,10.00,6.00,4.00,17.00,2,2,0,3,6,0,0,0,0,0,0,0,Australia
4385,1981,PhD,Single,36038,1,0,5/31/2013,82,23.00,0.00,15.00,0.00,2.00,7.00,2,3,0,3,6,0,0,0,0,0,0,0,Spain
7842,1968,Graduation,Single,36065,1,1,3/31/2013,54,18.00,7.00,34.00,10.00,2.00,3.00,3,3,0,3,8,0,0,0,0,0,0,0,Spain
8008,1983,Graduation,Together,36075,1,0,12/9/2013,54,46.00,0.00,30.00,12.00,1.00,30.00,1,2,0,4,6,0,0,0,0,0,0,0,Spain
3409,1984,Graduation,Single,36108,1,0,10/15/2013,68,141.00,8.00,129.00,3.00,11.00,47.00,3,7,1,4,9,1,0,0,0,0,0,0,Saudi Arabia
7453,1954,Graduation,Single,36130,0,1,2/2/2013,46,157.00,43.00,127.00,68.00,56.00,37.00,6,3,8,4,4,1,0,0,0,0,1,0,Spain
273,1970,Master,Married,36138,1,1,7/16/2013,48,130.00,0.00,16.00,0.00,0.00,5.00,5,3,1,4,7,0,1,0,0,0,0,0,Germany
2724,1981,Master,Single,36143,1,0,3/30/2014,33,12.00,0.00,1.00,0.00,0.00,6.00,1,0,1,2,3,0,0,0,0,0,0,0,Spain
8779,1985,2n Cycle,Married,36145,1,0,6/16/2013,13,56.00,4.00,76.00,17.00,1.00,18.00,4,4,1,3,9,1,0,0,0,0,1,0,USA
6471,1971,Master,Single,36230,1,0,10/17/2013,17,14.00,2.00,30.00,8.00,2.00,3.00,1,2,0,4,5,0,0,0,0,0,0,0,Spain
1175,1983,Master,Married,36262,0,0,9/20/2013,24,88.00,39.00,54.00,64.00,28.00,153.00,1,3,5,3,6,1,0,0,0,0,1,0,Spain
2952,1977,Master,Single,36273,1,0,4/16/2014,80,29.00,3.00,30.00,3.00,2.00,9.00,2,3,0,3,6,0,0,0,0,0,0,0,Spain
10839,1976,Graduation,Together,36283,1,1,4/14/2014,42,6.00,5.00,5.00,8.00,0.00,5.00,2,1,0,3,4,0,0,0,0,0,0,0,Canada
3276,1976,2n Cycle,Together,36301,1,0,10/25/2013,53,11.00,12.00,35.00,3.00,5.00,12.00,1,3,0,3,7,0,0,0,0,0,0,0,Saudi Arabia
945,1965,Graduation,Together,36317,0,1,5/22/2013,53,87.00,3.00,25.00,3.00,2.00,13.00,2,3,0,4,7,0,0,0,0,0,0,0,Spain
1183,1949,Master,Married,36408,1,1,9/21/2013,11,9.00,1.00,4.00,3.00,2.00,3.00,1,1,0,2,6,0,0,0,0,0,0,0,Germany
11025,1961,Graduation,Married,36443,1,1,2/3/2013,9,65.00,0.00,46.00,4.00,3.00,20.00,4,3,1,3,8,0,0,0,0,0,0,0,Spain
367,1978,2n Cycle,Married,36550,1,0,2/19/2013,74,47.00,90.00,94.00,123.00,103.00,120.00,5,9,1,5,9,0,0,0,0,0,0,0,Canada
8916,1975,Graduation,Divorced,36627,2,0,7/23/2013,78,9.00,1.00,5.00,0.00,0.00,1.00,1,0,0,3,5,0,0,0,0,0,0,0,Saudi Arabia
2285,1954,Master,Together,36634,0,1,5/28/2013,0,213.00,9.00,76.00,4.00,3.00,30.00,3,5,2,5,7,0,0,0,0,0,0,0,Saudi Arabia
7829,1900,2n Cycle,Divorced,36640,1,0,9/26/2013,99,15.00,6.00,8.00,7.00,4.00,25.00,1,2,1,2,5,0,0,0,0,0,0,1,India
7943,1975,PhD,Married,36663,1,0,4/25/2014,40,18.00,0.00,6.00,3.00,3.00,5.00,1,1,1,3,2,0,0,0,0,0,0,0,Saudi Arabia
247,1971,Graduation,Married,36715,1,0,11/17/2012,16,172.00,10.00,125.00,21.00,13.00,16.00,6,7,2,4,9,0,0,0,0,0,1,0,Spain
7327,1959,PhD,Married,36732,1,1,12/29/2013,71,21.00,5.00,3.00,10.00,1.00,7.00,3,1,1,4,2,0,0,0,0,0,0,0,Spain
6119,1963,PhD,Single,36736,1,1,5/10/2013,52,10.00,0.00,3.00,0.00,0.00,4.00,1,1,0,2,6,0,0,0,0,0,0,0,Spain
10542,1968,PhD,Married,36778,1,1,8/5/2012,63,29.00,4.00,34.00,2.00,4.00,4.00,3,3,0,3,9,0,0,0,0,0,0,0,Spain
9289,1979,Graduation,Married,36781,1,0,4/10/2014,16,29.00,1.00,17.00,0.00,3.00,13.00,1,2,1,2,8,0,0,0,0,0,1,0,Spain
7042,1983,Graduation,Married,36790,0,0,3/1/2013,14,3.00,3.00,14.00,15.00,21.00,10.00,1,2,1,2,9,0,0,0,0,0,1,0,Spain
10560,1980,PhD,Single,36802,1,0,6/16/2014,23,16.00,1.00,2.00,0.00,0.00,1.00,1,1,0,3,5,0,0,0,0,0,0,0,Spain
692,1954,Graduation,Together,36807,1,1,12/20/2012,88,4.00,2.00,5.00,0.00,0.00,5.00,1,1,0,2,6,0,0,0,0,0,0,0,India
4188,1957,Graduation,Single,36864,0,1,8/13/2012,53,204.00,5.00,39.00,17.00,0.00,89.00,3,5,2,4,8,0,0,0,0,0,1,0,Australia
1461,1965,PhD,Divorced,36921,1,1,7/28/2013,74,17.00,1.00,12.00,3.00,1.00,4.00,2,2,0,3,7,0,0,0,0,0,0,0,Canada
10509,1955,Master,Single,36927,1,1,6/2/2014,46,51.00,0.00,16.00,0.00,0.00,4.00,2,3,0,3,8,0,0,0,0,0,0,0,USA
6374,1954,PhD,Married,36930,0,1,5/17/2013,50,223.00,2.00,31.00,0.00,2.00,39.00,5,5,2,4,8,0,0,0,0,0,0,0,Spain
10827,1967,PhD,Married,36947,1,1,8/7/2012,49,88.00,3.00,21.00,4.00,1.00,29.00,4,3,0,4,9,0,0,0,0,0,0,0,Australia
10010,1953,PhD,Divorced,36957,1,1,9/6/2012,43,100.00,2.00,16.00,2.00,1.00,31.00,4,3,2,2,9,0,0,0,0,0,1,0,Australia
7369,1981,Master,Married,36959,1,0,10/2/2013,56,25.00,6.00,25.00,6.00,0.00,0.00,2,2,0,3,8,0,0,0,0,0,0,0,Spain
10708,1978,2n Cycle,Single,36975,1,0,12/28/2013,50,10.00,6.00,11.00,0.00,4.00,2.00,1,1,0,3,7,0,0,0,0,0,0,0,Spain
7124,1968,Graduation,Divorced,36997,1,1,2/1/2013,72,43.00,4.00,12.00,8.00,0.00,27.00,5,2,1,4,5,0,0,0,0,0,0,0,Canada
9360,1982,Graduation,Married,37040,0,0,8/8/2012,41,86.00,2.00,73.00,69.00,38.00,48.00,1,4,2,5,8,0,0,0,0,0,0,0,USA
7791,1967,Master,Married,37054,1,1,9/15/2013,89,12.00,1.00,6.00,0.00,1.00,5.00,2,1,0,3,7,0,0,0,0,0,0,0,Saudi Arabia
6798,1966,Graduation,Single,37070,1,1,3/20/2013,30,231.00,7.00,137.00,4.00,15.00,39.00,9,5,1,8,7,0,0,0,0,0,1,0,Saudi Arabia
4168,1966,Graduation,Single,37070,1,1,3/20/2013,30,231.00,7.00,137.00,4.00,15.00,39.00,9,5,1,8,7,0,0,0,0,0,1,0,Spain
9014,1975,Graduation,Married,37085,1,1,6/26/2014,65,39.00,1.00,16.00,2.00,0.00,3.00,4,3,0,3,8,0,0,0,0,0,0,0,India
7037,1974,PhD,Married,37087,1,0,8/11/2013,50,194.00,55.00,134.00,15.00,0.00,3.00,3,4,2,8,6,0,0,0,0,0,0,0,Saudi Arabia
6019,1971,PhD,Married,37126,1,0,3/30/2014,9,45.00,3.00,9.00,4.00,4.00,7.00,1,1,2,2,6,1,0,0,0,0,1,0,Spain
4095,1971,Graduation,Married,37150,1,0,9/11/2012,80,167.00,37.00,64.00,49.00,34.00,116.00,8,4,3,6,7,0,0,0,0,0,0,0,USA
523,1989,Graduation,Married,37155,1,0,1/31/2013,51,23.00,0.00,26.00,7.00,15.00,3.00,1,2,0,4,5,0,0,0,0,0,0,0,Spain
8749,1984,Graduation,Together,37235,1,0,2/1/2014,68,20.00,2.00,9.00,4.00,6.00,20.00,1,1,1,2,4,0,0,0,0,0,0,0,Spain
4351,1955,Graduation,Divorced,37244,1,1,4/27/2013,90,18.00,2.00,10.00,0.00,0.00,25.00,1,1,1,2,7,1,0,0,0,0,0,0,Spain
2217,1975,2n Cycle,Married,37284,1,1,3/29/2013,46,11.00,1.00,2.00,2.00,1.00,6.00,1,0,0,3,6,0,0,0,0,0,0,0,India
4102,1975,2n Cycle,Married,37284,1,1,3/29/2013,46,11.00,1.00,2.00,2.00,1.00,6.00,1,0,0,3,6,0,0,0,0,0,0,0,Spain
7610,1983,Graduation,Together,37292,1,0,4/18/2013,32,275.00,0.00,86.00,10.00,23.00,66.00,5,6,3,5,8,0,0,0,0,0,0,0,Spain
10613,1958,PhD,Together,37334,1,1,2/26/2014,44,26.00,1.00,16.00,2.00,2.00,15.00,4,3,0,4,4,0,0,0,0,0,0,0,Spain
2296,1975,Master,Married,37368,1,0,12/16/2013,4,3.00,2.00,11.00,2.00,2.00,10.00,1,1,0,2,6,1,0,0,0,0,0,0,Spain
6211,1976,PhD,Together,37395,1,0,5/2/2014,47,18.00,0.00,9.00,0.00,1.00,11.00,1,1,0,3,6,0,0,0,0,0,0,0,Spain
5929,1973,PhD,Married,37401,1,0,5/6/2014,14,19.00,3.00,19.00,3.00,1.00,3.00,2,2,0,3,7,0,0,0,0,0,0,0,Spain
10795,1973,PhD,Married,37401,1,0,5/6/2014,14,19.00,3.00,19.00,3.00,1.00,3.00,2,2,0,3,7,0,0,0,0,0,0,0,India
1581,1980,Graduation,Married,37406,1,0,10/10/2013,18,2.00,0.00,8.00,2.00,2.00,3.00,1,1,0,2,8,0,0,0,0,0,1,0,Spain
8832,1976,Master,Together,37509,1,0,9/12/2012,24,37.00,5.00,56.00,12.00,8.00,5.00,2,3,0,4,7,0,0,0,0,0,0,0,Germany
679,1957,PhD,Married,37633,1,1,9/20/2012,49,13.00,4.00,20.00,0.00,0.00,1.00,2,1,0,3,9,0,0,0,0,0,0,0,Spain
1998,1976,Graduation,Single,37697,1,0,2/7/2014,82,34.00,6.00,21.00,11.00,4.00,8.00,1,2,1,3,6,0,0,0,0,0,0,0,India
1250,1976,Graduation,Single,37697,1,0,2/7/2014,82,34.00,6.00,21.00,11.00,4.00,8.00,1,2,1,3,6,0,0,0,0,0,0,0,Spain
2534,1953,Graduation,Married,37716,0,1,4/21/2014,4,97.00,1.00,41.00,6.00,2.00,41.00,2,4,1,3,7,0,0,0,0,0,0,0,Australia
9396,1978,PhD,Married,37717,1,0,11/23/2012,31,9.00,0.00,6.00,4.00,1.00,5.00,1,1,0,2,9,0,0,0,0,0,0,0,Saudi Arabia
933,1978,PhD,Married,37717,1,0,11/23/2012,31,9.00,0.00,6.00,4.00,1.00,5.00,1,1,0,2,9,0,0,0,0,0,0,0,Spain
3007,1966,Graduation,Together,37758,1,1,10/4/2012,49,27.00,2.00,10.00,0.00,0.00,1.00,2,1,0,3,8,0,0,0,0,0,0,0,India
5513,1966,Graduation,Together,37758,1,1,10/4/2012,49,27.00,2.00,10.00,0.00,0.00,1.00,2,1,0,3,8,0,0,0,0,0,0,0,Spain
4939,1946,Graduation,Together,37760,0,0,8/31/2012,20,84.00,5.00,38.00,150.00,12.00,28.00,2,4,1,6,7,0,0,0,0,0,0,0,USA
8652,1946,Graduation,Together,37760,0,0,8/31/2012,20,84.00,5.00,38.00,150.00,12.00,28.00,2,4,1,6,7,0,0,0,0,0,0,0,Saudi Arabia
5154,1972,Master,Divorced,37760,1,0,8/11/2013,54,26.00,3.00,13.00,2.00,10.00,0.00,1,2,0,3,6,0,0,0,0,0,0,0,Spain
10971,1977,Graduation,Single,37774,2,0,9/3/2012,28,173.00,8.00,107.00,7.00,2.00,176.00,4,7,2,3,9,1,0,0,0,0,1,1,Spain
10380,1972,Master,Married,37787,1,0,9/20/2013,50,40.00,1.00,40.00,4.00,3.00,18.00,1,3,0,3,8,0,0,0,0,0,0,0,India
6768,1962,Graduation,Divorced,37859,1,2,1/12/2013,75,22.00,1.00,8.00,2.00,1.00,2.00,2,1,0,3,8,0,0,0,0,0,0,0,Canada
8143,1985,PhD,Single,37929,0,0,7/30/2013,49,202.00,2.00,46.00,3.00,2.00,10.00,2,4,2,5,7,0,1,0,1,0,1,0,Spain
3231,1973,Graduation,Married,37971,1,0,11/25/2013,97,5.00,4.00,10.00,2.00,2.00,7.00,1,1,0,3,8,0,0,0,0,0,0,0,USA
6983,1950,Master,Divorced,38054,1,1,5/1/2014,24,23.00,2.00,17.00,2.00,1.00,0.00,2,2,0,3,7,0,0,0,0,0,0,0,India
9703,1970,PhD,Married,38097,1,1,10/15/2012,70,77.00,2.00,35.00,0.00,1.00,69.00,4,3,2,2,7,1,0,0,0,0,1,0,Saudi Arabia
7912,1978,Graduation,Married,38136,1,0,4/22/2013,69,8.00,15.00,27.00,0.00,20.00,33.00,2,3,1,2,8,1,0,0,0,0,0,0,USA
8799,1984,PhD,Married,38175,1,0,9/23/2013,6,70.00,6.00,69.00,2.00,3.00,3.00,3,3,1,4,7,0,0,0,0,0,0,0,Spain
6690,1966,Master,Married,38179,1,1,3/14/2013,30,38.00,4.00,22.00,4.00,2.00,20.00,4,3,1,3,7,0,0,0,0,0,0,0,Saudi Arabia
5313,1971,Master,Married,38196,1,1,4/18/2014,20,30.00,0.00,11.00,0.00,0.00,3.00,3,2,0,4,5,0,0,0,0,0,0,0,Spain
7325,1986,PhD,Together,38197,1,0,6/29/2013,86,23.00,0.00,11.00,2.00,1.00,3.00,1,1,0,3,5,0,0,0,0,0,0,0,Spain
3525,1970,Graduation,Together,38200,1,1,12/7/2012,19,12.00,0.00,4.00,0.00,0.00,1.00,1,1,0,2,7,0,0,0,0,0,0,0,Spain
4967,1960,PhD,Together,38201,0,1,3/29/2013,19,233.00,0.00,23.00,0.00,0.00,12.00,4,5,1,5,8,0,0,0,0,0,0,0,Saudi Arabia
5939,1971,Graduation,Together,38232,1,1,1/17/2014,84,43.00,5.00,28.00,7.00,6.00,33.00,4,3,1,3,5,0,0,0,0,0,0,0,Spain
4867,1968,PhD,Single,38236,1,1,9/20/2013,2,58.00,0.00,18.00,2.00,0.00,10.00,4,3,0,4,7,0,0,0,0,0,0,0,Spain
10492,1959,Graduation,Together,38285,2,1,6/24/2014,96,2.00,0.00,5.00,2.00,0.00,1.00,1,0,0,3,2,0,0,0,0,0,0,0,India
9422,1989,Graduation,Married,38360,1,0,5/31/2013,26,36.00,2.00,42.00,20.00,21.00,10.00,2,2,1,4,3,0,0,0,0,0,0,0,Australia
7254,1969,Graduation,Together,38361,1,0,12/27/2013,74,39.00,0.00,56.00,20.00,8.00,14.00,3,3,1,3,7,0,0,0,0,0,0,0,Saudi Arabia
8775,1969,Graduation,Together,38361,1,0,12/27/2013,74,39.00,0.00,56.00,20.00,8.00,14.00,3,3,1,3,7,0,0,0,0,0,0,0,Australia
2525,1974,PhD,Married,38410,0,0,9/14/2012,65,153.00,64.00,123.00,116.00,64.00,14.00,2,5,2,9,6,0,0,0,0,0,1,0,Canada
6619,1978,Graduation,Married,38415,1,1,1/2/2013,91,22.00,1.00,13.00,4.00,0.00,4.00,2,1,0,3,7,0,0,0,0,0,0,0,Spain
3526,1968,PhD,Married,38443,1,1,1/27/2014,58,32.00,0.00,5.00,0.00,0.00,1.00,2,1,0,3,7,0,0,0,0,0,0,0,Spain
833,1955,Master,Married,38452,1,1,3/30/2014,62,56.00,0.00,14.00,0.00,0.00,2.00,3,3,0,3,7,0,0,0,0,0,0,0,Spain
3565,1955,Master,Married,38452,1,1,3/30/2014,62,56.00,0.00,14.00,0.00,0.00,2.00,3,3,0,3,7,0,0,0,0,0,0,0,Spain
1545,1986,Graduation,Married,38508,1,0,8/2/2013,95,120.00,19.00,206.00,25.00,19.00,54.00,6,7,2,5,8,0,0,0,0,0,0,0,Spain
1381,1982,PhD,Single,38513,1,0,1/28/2014,20,172.00,3.00,115.00,16.00,0.00,18.00,5,6,1,5,8,0,0,0,0,0,1,0,Spain
3120,1981,Graduation,Together,38547,1,0,8/28/2013,49,6.00,1.00,10.00,0.00,1.00,4.00,1,1,0,2,8,0,0,0,0,0,0,1,Canada
3629,1978,Graduation,Single,38557,1,0,12/19/2012,17,76.00,3.00,31.00,4.00,4.00,27.00,2,3,1,3,7,0,0,0,0,0,0,0,Canada
4877,1973,Master,Married,38576,0,1,3/4/2014,2,34.00,0.00,7.00,0.00,0.00,0.00,1,1,0,3,7,0,0,0,0,0,0,0,India
1519,1972,PhD,Single,38578,1,1,6/22/2013,2,38.00,4.00,22.00,3.00,3.00,3.00,3,3,0,3,8,0,0,0,0,0,1,0,Spain
9080,1972,PhD,Single,38578,1,1,6/22/2013,2,38.00,4.00,22.00,3.00,3.00,3.00,3,3,0,3,8,0,0,0,0,0,0,0,Spain
1606,1971,Graduation,Together,38590,1,0,5/15/2013,65,3.00,1.00,8.00,4.00,3.00,3.00,1,1,0,2,8,0,0,0,0,0,0,0,Saudi Arabia
8181,1978,2n Cycle,Single,38593,1,0,9/13/2013,42,51.00,12.00,49.00,17.00,24.00,24.00,3,4,1,3,8,0,0,0,0,0,0,0,Spain
3033,1963,Master,Together,38620,0,0,5/11/2013,56,112.00,17.00,44.00,34.00,22.00,89.00,1,2,5,3,3,0,0,0,0,0,0,0,Australia
4119,1963,Master,Together,38620,0,0,5/11/2013,56,112.00,17.00,44.00,34.00,22.00,89.00,1,2,5,3,3,0,0,0,0,0,0,0,Germany
6201,1978,Graduation,Single,38643,1,1,11/29/2013,45,22.00,2.00,14.00,0.00,1.00,10.00,2,2,0,3,7,0,0,0,0,0,0,1,Spain
6568,1984,Graduation,Married,38680,1,0,3/28/2013,97,11.00,0.00,36.00,15.00,5.00,12.00,1,2,0,3,7,0,0,0,0,0,0,0,USA
4271,1989,2n Cycle,Together,38683,1,0,10/4/2012,80,46.00,35.00,69.00,84.00,41.00,66.00,6,4,1,6,7,0,0,0,0,0,0,0,India
7761,1978,2n Cycle,Together,38702,1,0,8/1/2013,71,13.00,11.00,24.00,13.00,8.00,40.00,2,3,0,4,6,0,0,0,0,0,0,0,Australia
5247,1955,PhD,Married,38725,1,1,5/10/2014,52,31.00,0.00,6.00,2.00,1.00,5.00,2,1,0,4,4,0,0,0,0,0,0,0,Spain
8418,1958,2n Cycle,Single,38741,1,1,3/30/2014,60,7.00,10.00,17.00,8.00,6.00,13.00,2,2,0,3,7,0,0,0,0,0,0,0,Germany
195,1972,Graduation,Single,38808,1,0,8/26/2012,21,125.00,17.00,52.00,3.00,19.00,30.00,4,5,1,4,8,1,0,0,0,0,1,0,Spain
2066,1949,Graduation,Together,38823,0,1,8/30/2012,56,70.00,0.00,11.00,2.00,8.00,23.00,1,2,1,3,6,0,0,0,0,0,0,0,Spain
6488,1959,PhD,Married,38829,0,1,4/6/2014,86,76.00,0.00,7.00,0.00,0.00,16.00,1,3,2,2,5,0,0,0,0,0,0,0,Germany
10854,1970,PhD,Married,38853,1,1,5/23/2014,90,29.00,0.00,14.00,0.00,0.00,2.00,2,2,0,3,7,0,0,0,0,0,0,0,India
1324,1988,Graduation,Married,38872,1,0,5/30/2013,93,23.00,3.00,21.00,3.00,19.00,22.00,2,3,0,3,8,0,0,0,0,0,0,0,India
10146,1972,PhD,Together,38887,1,0,3/2/2014,17,25.00,1.00,13.00,0.00,0.00,3.00,1,1,0,3,7,0,0,0,0,0,0,0,Australia
10120,1955,Graduation,Together,38946,0,1,10/24/2013,84,116.00,6.00,82.00,6.00,6.00,41.00,2,3,1,6,5,0,0,0,0,0,0,0,USA
4541,1955,Graduation,Together,38946,0,1,10/24/2013,84,116.00,6.00,82.00,6.00,6.00,41.00,2,3,1,6,5,0,0,0,0,0,0,0,Canada
5300,1973,Master,Married,38961,1,0,12/30/2013,60,19.00,7.00,19.00,0.00,1.00,24.00,1,2,1,2,7,0,0,0,0,0,0,0,Spain
4148,1972,Graduation,Married,38988,1,2,8/20/2012,90,164.00,24.00,103.00,12.00,3.00,42.00,7,5,1,6,8,0,0,0,0,0,0,0,Spain
6730,1954,Graduation,Married,38998,1,1,11/3/2012,92,34.00,1.00,14.00,0.00,0.00,5.00,3,2,0,3,8,0,0,0,0,0,0,1,Spain
9916,1954,Graduation,Married,38998,1,1,11/3/2012,92,34.00,1.00,14.00,0.00,0.00,5.00,3,2,0,3,8,0,0,0,0,0,0,1,Saudi Arabia
4338,1983,Graduation,Single,39062,1,0,3/25/2014,28,23.00,0.00,9.00,0.00,0.00,12.00,1,1,0,3,4,1,0,0,0,0,0,0,Spain
3657,1986,Graduation,Single,39146,1,0,2/14/2013,1,94.00,1.00,33.00,13.00,12.00,12.00,3,4,0,4,8,0,0,0,0,0,0,0,Spain
1833,1974,PhD,Single,39190,1,0,4/26/2014,91,68.00,8.00,18.00,19.00,8.00,12.00,2,2,1,4,5,0,0,0,0,0,0,0,Spain
10141,1960,Master,Divorced,39228,0,0,5/10/2013,1,7.00,1.00,6.00,0.00,3.00,3.00,1,0,0,3,4,0,0,0,0,0,0,0,Saudi Arabia
5493,1976,Graduation,Married,39356,1,1,3/19/2014,21,15.00,0.00,2.00,0.00,0.00,6.00,1,1,0,2,6,1,0,0,0,0,0,0,Spain
10477,1973,PhD,Together,39435,1,0,8/6/2013,16,71.00,0.00,18.00,0.00,0.00,13.00,1,3,1,2,7,0,0,0,0,0,0,0,Spain
5756,1983,Graduation,Together,39453,1,0,4/3/2014,64,46.00,0.00,7.00,0.00,0.00,2.00,2,2,0,3,6,0,0,0,0,0,0,0,Spain
4279,1963,2n Cycle,Single,39548,1,1,3/31/2014,87,15.00,4.00,10.00,3.00,4.00,18.00,2,1,1,3,3,0,0,0,0,0,0,0,Spain
5995,1962,Graduation,Divorced,39552,1,1,12/18/2012,54,165.00,3.00,147.00,4.00,24.00,41.00,7,6,2,5,8,0,0,0,0,0,1,0,Spain
942,1982,Graduation,Single,39660,1,0,8/8/2012,36,139.00,13.00,78.00,20.00,13.00,36.00,3,7,1,3,9,0,0,0,0,0,1,0,Spain
9925,1981,PhD,Together,39665,1,0,5/25/2013,97,127.00,1.00,56.00,0.00,1.00,31.00,3,4,2,3,7,1,0,0,0,0,0,0,Spain
3710,1984,PhD,Single,39684,1,0,10/12/2012,41,19.00,0.00,35.00,6.00,4.00,17.00,2,2,1,2,7,0,0,0,0,0,1,1,Spain
9197,1953,Graduation,Married,39722,0,1,2/24/2014,92,32.00,0.00,5.00,2.00,0.00,8.00,2,2,0,3,5,0,0,0,0,0,0,0,Spain
1717,1988,Graduation,Single,39747,1,0,4/13/2014,43,80.00,15.00,93.00,20.00,13.00,52.00,3,5,1,4,8,0,0,0,0,0,0,0,Saudi Arabia
3524,1971,Master,Single,39763,1,0,8/4/2013,9,80.00,1.00,60.00,4.00,6.00,16.00,2,5,1,2,9,0,0,0,0,0,1,0,Spain
7384,1951,Master,Together,39767,0,0,7/21/2013,18,113.00,61.00,204.00,34.00,26.00,47.00,2,7,1,7,8,0,0,0,0,0,0,0,Spain
6515,1977,Graduation,Together,39771,1,0,12/6/2013,92,6.00,2.00,18.00,2.00,8.00,14.00,1,2,0,3,4,0,0,0,0,0,0,0,Saudi Arabia
8212,1971,Master,Married,39791,0,1,3/28/2013,89,85.00,15.00,27.00,13.00,13.00,21.00,2,3,1,4,7,0,0,0,0,0,0,0,Spain
4487,1969,Master,Single,39858,1,0,1/24/2013,67,15.00,20.00,25.00,2.00,7.00,26.00,1,2,0,4,6,0,0,0,0,0,1,0,Saudi Arabia
3697,1954,Graduation,Together,39898,0,1,2/12/2013,20,69.00,8.00,26.00,12.00,7.00,12.00,2,3,0,4,7,0,0,0,0,0,0,0,Canada
9955,1954,Graduation,Together,39898,0,1,2/12/2013,20,69.00,8.00,26.00,12.00,7.00,12.00,2,3,0,4,7,0,0,0,0,0,0,0,Spain
10602,1983,Graduation,Married,39922,1,0,2/14/2013,30,29.00,12.00,59.00,19.00,1.00,36.00,2,3,0,4,8,0,0,0,0,0,0,0,India
3220,1983,Graduation,Married,39922,1,0,2/14/2013,30,29.00,12.00,59.00,19.00,1.00,36.00,2,3,0,4,8,0,0,0,0,0,0,0,Germany
5424,1983,Graduation,Married,39922,1,0,2/14/2013,30,29.00,12.00,59.00,19.00,1.00,36.00,2,3,0,4,8,0,0,0,0,0,0,0,Saudi Arabia
8663,1974,Graduation,Divorced,39996,1,1,5/22/2014,85,11.00,0.00,3.00,0.00,0.00,1.00,1,1,0,2,6,0,0,0,0,0,0,0,Australia
2173,1952,Graduation,Widow,40049,0,1,10/16/2013,23,13.00,6.00,7.00,0.00,3.00,3.00,1,1,0,3,6,0,0,0,0,0,0,0,Spain
368,1974,Graduation,Married,40049,0,1,11/29/2012,61,91.00,65.00,52.00,10.00,44.00,28.00,3,3,2,6,5,0,0,0,0,0,0,0,India
